"D_AM2"	"D_AM4"	"D_AM7"	"D_AM9"	"D_AM10"	"D_AM11"	"D_AM12"	"D_AM13"	"D_AM16"	"D_AM18"	"D_AM19"	"D_AM21"	"D_AM22"	"D_AM24"	"D_AM25"	"D_AM26"	"D_AM27"	"D_AM28"	"D_AM29"	"D_AM36"	"D_AM37"	"D_AM39"	"D_AM40"	"D_AM41"	"D_AM42"	"D_AM43"	"D_AM44"	"D_AM45"	"D_AM47"	"D_AM48"	"H_TT1"	"H_TT2"	"H_TT3"	"H_TT4"	"H_TT5"	"H_TT7"	"H_TT11"	"H_TT12"	"H_TT16"	"H_TT20"	"H_TT21"	"H_TT23"	"H_TT24"	"H_TT28"	"H_TT41"	"H_TT51"	"H_TT52"	"H_TT54"	"H_TT55"	"H_TT56"	"H_TT60"	"H_TT62"	"H_TT65"	"H_TT69"	"H_TT71"	"H_TT74"	"D_TT76"	"H_TT81"	"D_TT88"	"H_BP1"	"H_BP3"	"H_BP4"	"H_BP5"	"H_BP7"
"Scardovia inopinata"	0	71	0	0	0	0	0	0	79	15	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	17	0	0	24	0	0	0	149633	0	0	0	17	2815	32	12	0	0	30	0	49	0	21	0	0	12	0	48	0	0	10	48934	72	0	0
"Parascardovia denticolens"	0	75	0	0	10	16	0	0	56	28	0	0	0	20	0	0	0	0	0	8	0	0	0	0	0	0	0	0	31	0	14	0	0	19	0	0	0	58324	0	0	0	0	1438	10	12	0	0	0	0	72	0	9	0	0	0	0	38	0	0	0	43957	22	0	0
"Microlunatus soli"	0	42	0	14	0	0	0	0	0	0	77	0	0	0	0	0	0	13	0	25	14	0	0	0	0	0	0	0	0	20	0	0	0	17	0	0	11	14	21	0	0	0	0	0	0	0	7	10	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	24
"Propioniciclava sp. MC1595"	0	27	0	217	28	0	0	0	0	0	44	41	0	0	0	34	0	0	0	20	16	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	71	0	9	0	0	24	0	0	0	0	0	0	15	0	0	0	73	11	0	0	0	0	0	25	0	0	103
"Tessaracoccus sp. MC1865"	0	21	0	42	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	12	22	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nocardioides sp. Kera G14"	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	11	0	0	0	51	0	0	0	0	0	16	0	0	0	0	88	0	0	43	0	0	0	0	0	0	0	0	0	0	0
"Kocuria sp. KD4"	0	29	8	0	22	0	0	11	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	27	36	0	0	0	0	0	0	0	22
"Kocuria turfanensis"	0	14	0	13	8	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	18	10	0	277	0	0	0	0	0	0	0	0	0	53	0	0	0	1261	0	0	9	0	11	19	0	12	18	8	0	31	0	7	14	0	0	0	0	0	0	0	83	0	0	0
"Arthrobacter sp. StoSoilB13"	0	47	0	0	22	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	23	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
"Arthrobacter sp. ATA002"	0	6	0	0	13	0	21	0	11	11	0	0	0	0	0	5	0	14	22	0	0	16	34	0	16	44	0	30	7	0	0	0	20	1557	0	0	15	67	35	0	0	0	61	0	0	0	0	9	23	9	0	0	18	12	55	87	0	0	0	11	17	0	0	14
"Arthrobacter woluwensis"	0	16	18	16	17	0	16	0	0	0	0	0	0	0	0	0	0	32	0	74	0	13	0	0	0	0	0	0	10	0	0	24	0	37	0	0	25	107	0	0	0	0	0	0	0	0	0	0	26	19	0	32	40	45	0	0	0	0	0	0	0	0	0	0
"Pseudarthrobacter sp. NS4"	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
"Microbacterium sp. str. _China_"	0	231	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	582	0	0	0
"Microbacterium sp. TPU 3598"	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	45
"Microbacterium luteolum"	0	18	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microbacterium atlanticum"	0	11	0	0	20	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	31
"Microbacterium testaceum"	0	8	0	74	0	0	0	0	42	0	0	0	0	0	0	0	0	0	1230	21	10	0	0	147	17	0	0	8	0	0	0	20	0	9	55	0	28	0	16	0	0	27	24	61	0	0	30	0	0	238	0	0	287	0	0	0	0	0	0	0	0	29	11	50
"Microbacterium oxydans"	0	8	12	93	59	0	0	0	109	0	0	0	0	0	0	0	0	127	0	97	892	31	54	403	61	0	34	0	0	17	0	0	12	94	0	0	0	287	144	0	110	41	130	0	42	35	0	0	0	107	0	0	887	73	0	50	0	84	71	0	0	0	58	0
"Microbacterium chengjingii"	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rathayibacter sp. VKM Ac-2760"	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0
"Cryobacterium sp. LW097"	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Salinibacterium sp. ZJ70"	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Herbiconiux sp. L3-i23"	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phycicoccus endophyticus"	0	14	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	15	0	8	229	0	10	153	0	0	17	0	0	0	51	0	0	12	0	0	0	0	16	0	0	0	0	53	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	32	0	0	0
"Brevibacterium aurantiacum"	0	26	15	0	91	0	0	0	0	66	32	0	0	0	0	27	14	137	48	77	0	56	86	1836	34	0	85	0	14	0	0	0	0	4282	0	45	19	150	180	0	0	0	0	0	27	0	0	0	18	161	414	558	160	53	123	0	0	0	0	14	0	0	30	0
"Brachybacterium sp. P6-10-X1"	0	14	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	66	0	0	388	0	11	0	0	0	0	19	18	0	118	0	0	0	2099	9	32	0	0	112	47	0	0	36	13	0	20	118	283	0	114	38	0	12	0	0	0	555	0	0	7
"Brachybacterium halotolerans"	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1144	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brachybacterium huguangmaarense"	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	970	0	0	0	0	0	0	0	0	0	43	0	0	16	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	24	17	0	0	31	0	0	0	0	0	0	0	0	0	0
"Brachybacterium vulturis"	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	71	0	0	0
"Ornithinimicrobium ciconiae"	0	89	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1458	0	0	0	91	10	0	0	0	0	16	14	0	0	0	0	0	0	21	15	0	0	269	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0
"Ornithinimicrobium sp. INDO-MA30-4"	0	13	0	0	9	0	0	0	16	0	0	0	0	0	0	0	0	31	0	0	21	10	0	0	0	0	35	0	0	7	0	0	0	0	0	0	7	3808	7	0	0	13	177	0	0	0	11	13	0	37	0	0	36	0	11	0	0	21	0	0	3554	0	0	0
"Ornithinimicrobium avium"	0	9	0	0	13	0	22	0	0	0	0	0	0	0	0	0	0	0	0	12	0	14	0	52	10	13	0	7	5	0	0	8	0	42	6	0	23	871	0	0	0	0	0	0	0	0	0	0	14	78	0	0	16	25	0	0	0	0	0	0	0	0	0	51
"Serinicoccus profundi"	0	40	0	0	8	0	0	0	0	0	0	0	0	0	0	0	17	0	0	11	0	0	12	0	0	0	0	0	0	0	0	0	11	20	0	0	0	0	0	32	11	0	0	165	0	32	0	35	0	49	0	0	101	18	0	0	0	0	0	0	0	0	0	0
"Cellulomonas dongxiuzhuiae"	0	10	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0
"Pseudactinotalea sp. HY158"	0	29	15	21	18	27	55	0	0	0	14	0	0	0	0	0	0	8	14	19	0	25	14	0	0	15	0	21	20	0	8	9	0	0	32	9	12	61	0	0	0	0	32	0	0	0	0	0	35	32	7	35	46	25	21	0	0	0	0	7	26	0	0	86
"Luteipulveratus mongoliensis"	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	309	0	0	0	0	0	0	0	0	0	24	0	0	11	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	9	0	0	0
"Sanguibacter sp. HDW7"	0	7	0	0	24	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	32	0	0	0	0	26	39	9	0	16
"Xylanimonas protaetiae"	0	7	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Austwickia chelonae"	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Corynebacterium rouxii"	0	170	0	0	0	0	13	0	9	17	0	0	0	0	0	0	0	11	0	0	5	0	0	0	0	0	0	0	75	0	0	11	0	0	0	0	0	63	122	0	0	20	11	0	0	0	35	0	0	5	0	9	0	7	0	0	26	0	0	0	34	0	0	86
"Corynebacterium kutscheri"	0	50	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	68	5	0	0	0	6	0	0	0	0	0	0	11	0	0	0	0	0	9	0	0	0	0	0	0	0	0
"Corynebacterium glutamicum"	0	1169	0	6101	5722	0	0	0	0	707	600	0	614	0	4745	621	0	10062	0	0	3257	0	0	0	0	0	0	0	22	0	1508	161	0	0	0	0	0	97831	105336	0	550	0	5385	0	0	0	20225	16021	19	9649	0	26380	3712	5154	33716	3415	18	0	63	0	11562	0	1930	54702
"Corynebacterium gerontici"	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	14	0
"Corynebacterium auriscanis"	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	14	0	0	0	0	0	0	0	0	0	0	0
"Corynebacterium frankenforstense"	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	32	0	21	0	46	0	0	0	0	0	0	0	0	6	0	0	0	143	215	0	0	0	0	0	0	0	24	28	0	0	0	0	0	0	261	0	0	0	0	0	0	0	34	13
"Corynebacterium epidermidicanis"	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0
"Corynebacterium cystitidis"	0	6	0	0	7	0	0	0	0	10	0	0	0	0	0	0	0	20	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	12	63	24	0	30	9	0	0	155	244	27	22	5	573	10	0	17	0	0	0	0	0	50	0	0	754
"Corynebacterium choanae"	0	5	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	15	0	0	5	0	0	0	6	0	10	0	0	0	0	0	0	0	0	0	8	65	0	0	0	0	0	0	0	0	0	5	17	0	5	0	10	11	8	0	0	0	5	0	0	0	0
"Mycobacterium kansasii"	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
"Mycolicibacterium sp. MU0053"	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mycolicibacterium goodii"	0	10	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	345	19	0	116	0	410	0	69	0	0	0	0	0	0	134	0	0	84
"Mycobacteroides salmoniphilum"	0	7	10	0	5	31	39	5	0	0	8	0	0	0	0	11	0	0	0	14	0	6	5	186	0	28	6	9	6	0	0	7	0	0	5	0	17	9	0	0	0	0	5	0	0	0	0	0	8	7	0	86	0	19	14	0	0	0	0	0	0	0	0	50
"Mycolicibacter terrae"	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nocardia asteroides"	0	49	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	41	20	0	10	0	0	0	0	0	0	0	29	13	0	0	0	0	13	0	0	749	0	0	0	28	0	0	0	0	36	28	0	0	0	96	0	0	0	0	24	0	0	0	241	0	0	0
"Nocardia seriolae"	0	29	0	15	0	0	0	0	0	38	0	0	13	0	0	0	0	0	0	10	7	0	0	0	0	0	0	0	0	0	19	0	0	37	0	0	0	0	30	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0
"Dietzia timorensis"	0	61	0	71	15	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	36	0	7873	0	0	13	14	0	0	0	50	0	82	0	0	0	48	108	0	45	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dietzia psychralcaliphila"	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	50	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	21	0	0	0	0	0	0
"Segniliparus rotundus"	0	12	8	0	16	0	6	0	0	0	0	0	0	1942	0	0	0	11	7	7	14	11	0	0	0	0	0	0	0	0	0	0	0	11	24	0	0	107	8	0	0	0	44	36	0	0	9	17	12	20	0	10	0	14	0	0	0	0	0	0	0	0	0	21
"Actinomyces faecalis"	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	105	0	0	244	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	48
"Actinotignum urinale"	0	28	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	15	0	0	0	24	0	0	0	0	21	0	464	0	306	0	0	0	0	0	0	0	79	0	0	0	10
"Flaviflexus ciconiae"	0	14	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	0	0	0	8089	0	0	0	0	346	0	0	0	42	23	0	35	0	299	0	0	0	0	12	0	0	0	5927	0	0	0
"Boudabousia tangfeifanii"	0	11	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
"Trueperella bernardiae"	0	11	7	10	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	14	513	0	0	0	0	0	0	0	0	0	21	0	0	10	844	11	0	0	0	285	0	0	0	0	0	8	0	0	81	0	0	0	8	0	0	0	0	0	0	0	7
"Streptomyces sp. FIT100"	0	44	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	11	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
"Streptomyces sp. Alt3"	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Streptomyces sp. XC 2026"	0	9	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	6	0	0	0	8	15	0	0	0	15	62	0	6	0	0	0	0	0	16	14	0	19	0	20	0	12	29	0	0	0	0	0	22	0	0	59
"Streptomyces sp. DSM 40868"	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Streptomyces rimosus"	0	29548	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3440	0	0	0	0	0	0	0	0	102671	3648	1444	0	2833	0	0	0	0	5069	0	0	2808	0	0	2272	0	0	0	0	0	0	0	15288	0	0	0
"Streptomyces mobaraensis"	0	275	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Streptomyces albidoflavus"	0	56	0	121	0	0	0	0	0	20	0	0	57	0	0	0	0	73	171	71	76	35	0	0	0	0	25	24	25	0	0	0	27	0	100	0	0	151	34	0	0	0	44	0	32	0	18	0	36	0	0	0	27	26	29	0	0	0	0	44	0	0	0	34
"Streptomyces bathyalis"	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Streptomyces parvulus"	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0
"Streptomyces nigrescens"	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Natronosporangium hydrolyticum"	0	18	0	0	0	11	17	0	0	0	0	0	0	0	0	0	0	0	18	14	0	7	0	0	8	34	0	49	9	0	0	36	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	0	14	10	29	20	0	0	0	0	41	0	0	0	10
"Pseudonocardia broussonetiae"	0	26	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	76	0	0	0	0	0	0	8	0	14	20	0	0	26	0	0	0	0	154	0	30	0	0	0	0	0	0	0	83	60	7	0	85	0	0	14	0	0	0	86	0	0	10	7
"Crossiella sp. CA-258035"	0	9	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0
"Thermomonospora curvata"	0	24	28	24	42	12	32	6	0	0	0	0	10	6	14	0	0	39	26	32	12	25	0	117	0	39	6	12	18	0	0	22	0	0	0	11	60	252	26	0	0	13	25	0	0	0	0	7	73	31	7	162	51	26	31	11	8	0	0	6	0	0	0	48
"Actinomadura sp. NAK00032"	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Planktophila lacus"	0	27	0	28	9	0	0	0	0	36	0	0	0	0	0	0	0	0	0	47	0	0	7	0	0	0	0	0	0	0	0	0	5	0	9	0	0	98	36	0	0	0	290	0	0	0	0	0	0	16	6	0	0	82	0	0	0	0	0	31	0	0	15	0
"Actinopolyspora erythraea"	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	12	0	0	0	0	0	20	10	0	0	0	0	0	0	32	0	0	50
"Berryella intestinalis"	0	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	898	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	1455	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	83	0	0	0	0
"Berryella wangjianweii"	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	276	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	98	0	0	0	0
"Slackia heliotrinireducens"	0	29	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	137	0	0	12	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	23	0	0	7	9	0	0	0	0	9	126	0	12	0	0	0	360	10	0	18	0	0	0	1180	0	0	0
"Lancefieldella sp. Marseille-Q7238"	0	17	17	104	8	2474	46	0	48	0	19	0	0	12	0	29	0	233	35	32	11	11	0	0	15	91	5	51	64	0	0	44	342	0	21	0	7	393	0	136	0	11	383	0	27	0	143	1395	20	2561	76	58	11	218	40	0	5	0	0	25	6310	0	0	273
"Olsenella timonensis"	0	10	0	548	0	123	0	0	0	0	0	0	0	0	0	0	0	22	0	12	0	0	0	0	0	6	0	0	0	0	0	0	99	0	0	0	18	95	0	0	0	0	344	0	0	0	270	1583	17	0	0	22	7	474	0	0	1351	0	0	0	877	0	0	13
"Coriobacterium glomerans"	0	26	7	16	41	22	8	0	12	5	0	0	22	0	0	0	0	38	13	0	5	0	0	0	0	6	0	5	0	0	0	0	24	0	16	0	5	47	9	0	0	6	13	0	8	0	18	44	8	15	0	13	9	54	13	21	6	0	0	8	212	0	0	9
"Lactobacillus sp. 3B(2020)"	0	10300	28	43	40	138	39	79	7	10	8	0	0	11	7407	0	509	1188	31	204	7	34	0	0	0	259	0	104	10	0	8	9	12	0	25	8	7	140	0	0	24	0	35	0	0	226	35	7	632	11	399	143	23	26	41	864	132	25	55	0	27	109	0	4227
"Lactobacillus sp. JM1"	0	4053	1979	1356	18394	624	1271	0	3967	1906	557	0	86337	0	0	572	0	2369	3689	0	0	2231	618	0	0	510	0	1859	0	0	1644	0	12435	0	1291	1071	0	51630	14210	3968	4526	0	6906	0	0	0	3650	3981	673	943	0	2094	2571	579	1139	23422	0	0	0	0	0	0	0	1560
"Lactobacillus sp. ESL0680"	0	15	17	17	50	22	27	0	19	13	67	0	78	23	0	67	20	100	41	22	8	268	7	0	0	0	0	15	6	0	10	17	52	0	20	67	16	176	82	18	0	0	111	0	40	43	38	262	93	0	15	32	32	12	36	29	0	0	0	0	0	0	0	85
"Lactobacillus sp. ESL0677"	0	23	44	0	32	35	37	0	0	0	60	0	23	39	39	114	0	61	38	11	0	453	11	0	0	0	0	0	0	0	0	29	59	0	0	0	17	1361	66	0	0	0	242	0	0	0	15	179	17	10	12	12	0	0	0	55	0	0	0	0	24	0	0	31
"Lactobacillus paragasseri"	0	315	175	1289	1682	391	0	0	687	681	80	0	3783	0	0	165	99	727	274	161	0	1334	0	0	205	0	0	393	0	0	1258	54	2719	4699	0	0	0	133809	5026	2370	608	0	4372	0	0	0	2135	3888	0	0	100	13553	0	71	410	3181	0	0	0	0	388	0	140	911
"Lactobacillus kullabergensis"	0	13	15	26	30	14	11	0	0	0	8	0	37	35	0	13	0	21	58	18	7	176	0	0	0	6	0	10	0	0	21	35	18	0	7	0	10	589	54	0	0	0	109	0	0	0	50	56	25	12	9	23	15	44	23	18	0	0	0	11	33	0	9	29
"Limosilactobacillus pontis"	0	10883	71	0	164	151	0	63	35	0	70	0	0	15	5139	43	478	888	10	360	14	184	44	0	0	58	20	100	0	0	0	0	0	0	0	0	0	72	110	0	6	0	285	0	0	235	19	0	667	39	648	0	0	46	150	298	167	12	31	0	0	74	0	3612
